Mã trường,Mã ngành,Tên ngành,Tổ hợp môn năm 2019,Tổ hợp môn năm 2020,Tổ hợp môn năm 2021,Tổ hợp môn năm 2022,Tổ hợp môn năm 2023,Tổ hợp môn năm 2024,Tổ hợp môn năm 2025,Điểm chuẩn năm 2019,Điểm chuẩn năm 2020,Điểm chuẩn năm 2021,Điểm chuẩn năm 2022,Điểm chuẩn năm 2023,Điểm chuẩn năm 2024,Điểm chuẩn năm 2025
QSX,7310501_D15,Địa lý học,,D15,D15,,D15,D15,D15,,22.25,24.0,,22.5,25.32,25.0
QSX,7310608,Đông phương học,D01;D04;D14,,,,,,,22.85,,,,,,
QSX,7310608_D01,Đông phương học,,D01,D01,D01,D01,D01,D01,,24.65,25.8,24.2,24.97,24.57,21.9
QSX,7310608_D04,Đông phương học,,D04,D04,D04,D04,D04,D04,,24.45,25.6,24.6,24.3,24.3,22.7
QSX,7310608_D14,Đông phương học,,D14,D14,D14,D14,D14,D14,,24.45,25.8,24.6,24.97,25.45,22.3
QSX,7310608_D15,Đông phương học,,,,,,,D15,,,,,,,22.5
QSX,7310613,Nhật Bản học,D01;D06;D14,,,,,,,23.61,,,,,,
QSX,7310613_CLC,Nhật Bản học (chuẩn quốc tế),D01;D06;D14,,,,,,,23.3,,,,,,
QSX,7310613_CLC_D01,Nhật Bản học (chuẩn quốc tế),,D01,D01,D01,D01,D01,D01,,25.0,25.4,23.4,23.5,23.3,20.5
QSX,7310613_CLC_D06,Nhật Bản học (chuẩn quốc tế),,D06,D06,D06,D06,D06,D06,,24.5,25.2,23.4,23.4,23.1,21.0
QSX,7310613_CLC_D14,Nhật Bản học (chuẩn quốc tế),,D14,D14,D14,D14,D14,D14,,24.5,25.4,24.4,23.5,24.3,20.5
QSX,7310613_CLC_D63,Nhật Bản học (chuẩn quốc tế),,,,D63,D63,D63,D63,,,,23.4,23.4,23.2,21.0
QSX,7310613_D01,Nhật Bản học,,D01,D01,D01,D01,D01,D01,,25.65,26.0,25.9,25.2,25.3,22.2
QSX,7310613_D06,Nhật Bản học,,D06,D06,D06,D06,D06,D06,,25.2,25.9,25.45,25.0,25.0,21.9
QSX,7310613_D14,Nhật Bản học,,D14,D14,D14,D14,D14,D14,,25.2,26.1,26.0,25.2,26.0,22.4
QSX,7310613_D63,Nhật Bản học,,,,D63,D63,D63,D63,,,,25.45,25.0,25.0,22.9
QSX,7310614,Hàn Quốc học,D01;D14,D01;D14,,D01;D14;DD2;DH5,,,,23.45,25.2,,25.45,,,
QSX,7310614_D01,Hàn Quốc học,,,D01,,D01,D01,D01,,,26.25,,25.12,25.3,22.25
QSX,7310614_D02,Hàn Quốc học,,,,,,D02,,,,,,,25.0,
QSX,7310614_D14,Hàn Quốc học,,,D14,,D14,D14,D14,,,26.45,,25.12,25.9,22.25
QSX,7310614_DD2,Hàn Quốc học,,,DD2,,DD2,,DD2,,,26.0,,25.0,,21.9
QSX,7310614_DH5,Hàn Quốc học,,,DH5,,DH5,DH5,DH5,,,26.0,,25.0,25.0,21.9
QSX,7320101_C00,Báo chí,C00,C00,C00,C00,C00,C00,C00,24.7,27.5,27.8,28.25,28.0,28.8,28.55
QSX,7320101_CLC,Báo chí - Chất lượng cao,C00;D01;D14,,,,,,,23.3,,,,,,
QSX,7320101_CLC_C00,Báo chí - Chất lượng cao,,C00,C00,C00,C00,C00,C00,,26.8,26.8,27.5,27.5,27.73,27.0
QSX,7320101_CLC_D01,Báo chí - Chất lượng cao,,D01,D01,D01,D01,D01,D01,,25.4,26.6,25.3,26.13,26.35,22.9
QSX,7320101_CLC_D14,Báo chí - Chất lượng cao,,D14,D14,D14,D14,D14,D14,,25.4,26.8,25.6,26.13,27.1,24.5
QSX,7320101_D01,Báo chí,D01,D01,D01,D01,D01,D01,D01,24.1,26.15,27.1,27.0,26.71,26.7,24.3
QSX,7320101_D14,Báo chí,D14,D14,D14,D14,D14,D14,D14,24.1,26.15,27.2,27.15,26.81,27.4,24.55
QSX,7320104,Truyền thông đa phương tiện,D01;D14;D15,,,,,,,24.3,,,,,,
QSX,7320104_D01,Truyền thông đa phương tiện,,D01,D01,D01,D01,D01,D01,,27.0,27.7,27.15,27.2,27.1,25.3
QSX,7320104_D14,Truyền thông đa phương tiện,,D14,D14,D14,D14,D14,D14,,26.25,27.9,27.55,27.25,27.87,26.1
QSX,7320104_D15,Truyền thông đa phương tiện,,D15,D15,D15,D15,D15,D15,,26.25,27.9,27.55,27.25,27.8,26.1
QSX,7320201,Thông tin - Thư viện,A01;C00;D01;D14,,,,,,,19.5,,,,,,
QSX,7320201_A01,Thông tin - Thư viện,,A01,A01,A01,A01,A01,A01,,21.0,23.0,21.75,22.0,23.0,22.0
QSX,7320201_C00,Thông tin - Thư viện,,C00,C00,C00,C00,C00,C00,,21.25,23.6,23.5,23.5,26.6,25.9
QSX,7320201_D01,Thông tin - Thư viện,,D01,D01,D01,D01,D01,D01,,21.0,23.0,21.75,22.1,23.3,21.6
QSX,7320201_D14,Thông tin - Thư viện,,D14,D14,D14,D14,D14,D14,,21.0,23.0,21.75,22.1,24.1,22.25
QSX,7320205,Quản lý thông tin,C00;D01;D14,,,,,,,21.0,,,,,,
QSX,7320205_A01,Quản lý thông tin,,A01,A01,A01,A01,A01,A01,,23.75,25.5,25.0,24.0,24.4,23.8
QSX,7320205_C00,Quản lý thông tin,,C00,C00,C00,C00,C00,C00,,25.4,26.0,26.75,25.7,27.7,26.7
QSX,7320205_D01,Quản lý thông tin,,D01,D01,D01,D01,D01,D01,,23.75,25.5,24.5,24.3,24.98,22.4
QSX,7320205_D14,Quản lý thông tin,,D14,D14,D14,D14,D14,D14,,23.75,25.5,25.0,24.3,25.48,22.6
QSX,7320303,Lưu trữ học,C00;D01;D14,,,,,,,20.5,,,,,,
QSX,7320303_C00,Lưu trữ học,,C00,C00,C00,C00,C00,C00,,24.25,24.8,21.75,23.75,26.98,26.3
QSX,7320303_D01,Lưu trữ học,,D01,D01,D01,D01,D01,D01,,22.75,24.2,21.75,22.1,24.4,22.0
QSX,7320303_D14,Lưu trữ học,,D14,D14,D14,D14,D14,D14,,22.75,24.2,21.75,22.1,24.5,22.6
QSX,7320303_D15,Lưu trữ học,,,,D15,D15,D15,D15,,,,21.75,22.1,24.85,23.1
QSX,7580112,Đô thị học,A01;C00;D01;D14,,,,,,,20.2,,,,,,
QSX,7580112_A01,Đô thị học,,A01,A01,A01,A01,A01,A01,,22.1,23.5,21.0,21.0,22.0,21.9
QSX,7580112_C00,Đô thị học,,C00,C00,C00,C00,C00,C00,,23.1,23.7,21.5,23.9,26.3,25.55
QSX,7580112_D01,Đô thị học,,D01,D01,D01,D01,D01,D01,,22.1,23.5,20.75,22.4,23.5,21.0
QSX,7580112_D14,Đô thị học,,D14,D14,D14,D14,D14,D14,,22.1,23.5,21.0,22.4,24.19,21.1
QSX,7760101_C00,Công tác xã hội,C00,C00,C00,C00,C00,C00,C00,20.8,22.8,24.3,22.6,24.7,27.15,26.4
QSX,7760101_D01,Công tác xã hội,D01,D01,D01,D01,D01,D01,D01,20.8,22.0,24.0,21.75,23.6,24.49,22.4
QSX,7760101_D14,Công tác xã hội,D14,D14,D14,D14,D14,D14,D14,20.0,22.0,24.0,21.75,23.6,24.9,23.6
QSX,7760101_D15,Công tác xã hội,,,,D15,D15,D15,D15,,,,21.75,23.6,25.3,23.6
QSX,7810103_C00,Quản trị dịch vụ du lịch và lữ hành,C00,C00,C00,C00,C00,C00,C00,25.5,27.3,27.0,27.6,27.4,28.33,27.65
QSX,7810103_D01,Quản trị dịch vụ du lịch và lữ hành,D01,D01,D01,D01,D01,D01,D01,24.5,26.25,26.6,25.6,25.8,25.8,23.4
QSX,7810103_D14,Quản trị dịch vụ du lịch và lữ hành,D14,D14,D14,D14,D14,D14,D14,24.5,26.25,26.8,25.8,25.8,26.47,24.1
QSX,7810103_D15,Quản trị dịch vụ du lịch và lữ hành,,,,D15,D15,D15,D15,,,,25.6,25.8,26.75,24.35
SDU,7220204,Ngôn ngữ Trung Quốc,D01;D15;D66;D71,D01;D15;D66;D71,D01;D15;D66;D71,D01;D05;D66;D71,D01;D15;D66;D71,D01;D15;D66;D71,D01;D14;D66;D71;C03;C04,14.5,16.0,18.5,17.0,18.0,18.0,15.0
SDU,7340101,Quản trị kinh doanh,A00;A09;C01;D01,A00;A09;C01;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C01;C04;C14;D01;X01;X21,14.5,15.5,16.0,16.0,16.0,16.0,15.0
SDU,7340301,Kế toán,A00;A09;C01;D01,A00;A09;C01;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C01;C04;C14;D01;X01;X21,14.5,15.5,16.0,16.0,16.0,16.0,15.0
SDU,7480201,Công nghệ thông tin,A00;A09;C01;D01,A00;A09;C01;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C01;C04;C14;D01;X01;X21,14.5,16.0,17.0,17.0,17.0,17.0,15.0
SDU,7510201,Công nghệ kỹ thuật cơ khí,A00;A09;C01;D01,A00;A09;C01;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C01;C04;C14;D01;X01;X21,14.5,16.0,17.0,17.0,17.0,17.0,15.0
SDU,7510205,Công nghệ kỹ thuật ô tô,A00;A09;C01;D01,A00;A09;C01;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C01;C04;C14;D01;X01;X21,15.5,16.0,17.0,17.0,18.0,18.0,15.0
SDU,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A09;C01;D01,A00;A09;C01;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C01;C04;C14;D01;X01;X21,14.5,16.0,17.0,17.0,17.0,17.0,15.0
SDU,7520216,Kỹ thuật điều khiển và tự động hóa,A00;A09;C01;D01,A00;A09;C01;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C01;C04;C14;D01;X01;X21,15.0,16.0,17.0,17.0,17.0,17.0,15.0
SDU,7540204,"Công nghệ dệt, may",A00;A09;C01;D01,A00;A09;C01;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C04;D01,A00;A09;C01;C04;C14;D01;X01;X21,14.5,15.5,16.0,16.0,16.0,16.0,15.0
SGD,7140114_B03,Quản lý giáo dục,,,,,,,B03,,,,,,,22.59
SGD,7140114_C01,Quản lý giáo dục,,,,,,,C01,,,,,,,24.21
SGD,7140114_C02,Quản lý giáo dục,,,,,,,C02,,,,,,,22.59
SGD,7140114_C03,Quản lý giáo dục,,,,,,,C03,,,,,,,22.59
SGD,7140114_C04,Quản lý giáo dục,C04,C04,C04,C04,C04,C04,C04,19.3,22.1,23.55,22.15,23.39,24.89,22.59
SGD,7140114_D01,Quản lý giáo dục,D01,D01,D01,D01,D01,D01,D01,18.3,21.1,22.55,21.15,22.39,23.89,22.59
SGD,7140114_X01,Quản lý giáo dục,,,,,,,X01,,,,,,,22.59
SGD,7140114_X02,Quản lý giáo dục,,,,,,,X02,,,,,,,22.59
SGD,7140114_X03,Quản lý giáo dục,,,,,,,X03,,,,,,,22.59
SGD,7140114_X04,Quản lý giáo dục,,,,,,,X04,,,,,,,22.59
SGD,7140201,Giáo dục Mầm non,M01,M03,M01;M02,M01;M02,,M01;M02,M01;M02,22.25,18.5,21.6,19.0,,23.51,24.2
SGD,7140201_M01,Giáo dục Mầm non,,,,,M01,,,,,,,20.8,,
SGD,7140201_M02,Giáo dục Mầm non,,,,,M02,,,,,,,20.8,,
SGD,7140202,Giáo dục Tiểu học,D01,D01,D01,D01,D01,D01,,19.95,22.8,24.65,23.1,24.11,25.39,
SGD,7140202_B03,Giáo dục Tiểu học,,,,,,,B03,,,,,,,25.12
SGD,7140202_C01,Giáo dục Tiểu học,,,,,,,C01,,,,,,,25.12
SGD,7140202_C02,Giáo dục Tiểu học,,,,,,,C02,,,,,,,25.12
SGD,7140202_C03,Giáo dục Tiểu học,,,,,,,C03,,,,,,,25.12
SGD,7140202_C04,Giáo dục Tiểu học,,,,,,,C04,,,,,,,25.12
SGD,7140202_D01,Giáo dục Tiểu học,,,,,,,D01,,,,,,,25.12
SGD,7140202_X01,Giáo dục Tiểu học,,,,,,,X01,,,,,,,25.12
SGD,7140202_X02,Giáo dục Tiểu học,,,,,,,X02,,,,,,,25.12
SGD,7140202_X03,Giáo dục Tiểu học,,,,,,,X03,,,,,,,25.12
SGD,7140202_X04,Giáo dục Tiểu học,,,,,,,X04,,,,,,,25.12
SGD,7140205,Giáo dục Chính trị,C03;D01,,C00;C19,C00;C19,,C00;C19,,18.0,,24.25,25.5,,26.86,
SGD,7140205_B03,Giáo dục Chính trị,,,,,,,B03,,,,,,,25.66
SGD,7140205_C00,Giáo dục Chính trị,,C00,,,C00,,,,21.25,,,25.33,,
SGD,7140205_C01,Giáo dục Chính trị,,,,,,,C01,,,,,,,25.66
SGD,7140205_C02,Giáo dục Chính trị,,,,,,,C02,,,,,,,25.66
SGD,7140205_C03,Giáo dục Chính trị,,,,,,,C03,,,,,,,25.66
SGD,7140205_C04,Giáo dục Chính trị,,,,,,,C04,,,,,,,25.66
SGD,7140205_C19,Giáo dục Chính trị,,C19,,,C19,,,,21.25,,,25.33,,
SGD,7140205_D01,Giáo dục Chính trị,,,,,,,D01,,,,,,,24.04
SGD,7140205_X01,Giáo dục Chính trị,,,,,,,X01,,,,,,,25.66
SGD,7140205_X02,Giáo dục Chính trị,,,,,,,X02,,,,,,,25.66
SGD,7140205_X03,Giáo dục Chính trị,,,,,,,X03,,,,,,,25.66
SGD,7140205_X04,Giáo dục Chính trị,,,,,,,X04,,,,,,,25.66
SGD,7140209,Sư phạm Toán học,A00;A01,,,,,,,23.68,,,,,,
SGD,7140209_A00,Sư phạm Toán học,,A00,A00,A00,A00,A00,A00,,26.18,27.01,27.33,26.31,27.0,27.9
SGD,7140209_A01,Sư phạm Toán học,,A01,A01,A01,A01,A01,A01,,25.18,26.01,26.33,25.31,26.75,27.21
SGD,7140209_A02,Sư phạm Toán học,,,,,,,A02,,,,,,,27.9
SGD,7140209_A03,Sư phạm Toán học,,,,,,,A03,,,,,,,27.9
SGD,7140209_A04,Sư phạm Toán học,,,,,,,A04,,,,,,,27.9
SGD,7140209_A05,Sư phạm Toán học,,,,,,,A05,,,,,,,27.9
SGD,7140209_A06,Sư phạm Toán học,,,,,,,A06,,,,,,,27.9
SGD,7140209_A07,Sư phạm Toán học,,,,,,,A07,,,,,,,27.9
SGD,7140209_B00,Sư phạm Toán học,,,,,,,B00,,,,,,,26.69
SGD,7140209_B01,Sư phạm Toán học,,,,,,,B01,,,,,,,27.9
SGD,7140209_B02,Sư phạm Toán học,,,,,,,B02,,,,,,,27.9
SGD,7140209_B03,Sư phạm Toán học,,,,,,,B03,,,,,,,27.9
SGD,7140209_B08,Sư phạm Toán học,,,,,,,B08,,,,,,,27.9
SGD,7140209_C01,Sư phạm Toán học,,,,,,,C01,,,,,,,28.84
SGD,7140209_C02,Sư phạm Toán học,,,,,,,C02,,,,,,,27.9
SGD,7140209_C03,Sư phạm Toán học,,,,,,,C03,,,,,,,27.9
SGD,7140209_C04,Sư phạm Toán học,,,,,,,C04,,,,,,,27.9
SGD,7140209_D01,Sư phạm Toán học,,,,,,,D01,,,,,,,27.22
SGD,7140209_D07,Sư phạm Toán học,,,,,,,D07,,,,,,,26.28
SGD,7140209_D09,Sư phạm Toán học,,,,,,,D09,,,,,,,27.9
SGD,7140209_D10,Sư phạm Toán học,,,,,,,D10,,,,,,,27.9
SGD,7140209_X01,Sư phạm Toán học,,,,,,,X01,,,,,,,27.9
SGD,7140209_X02,Sư phạm Toán học,,,,,,,X02,,,,,,,27.9
SGD,7140209_X03,Sư phạm Toán học,,,,,,,X03,,,,,,,27.9
SGD,7140209_X04,Sư phạm Toán học,,,,,,,X04,,,,,,,27.9
SGD,7140209_X05,Sư phạm Toán học,,,,,,,X05,,,,,,,27.9
SGD,7140209_X06,Sư phạm Toán học,,,,,,,X06,,,,,,,27.9
SGD,7140209_X07,Sư phạm Toán học,,,,,,,X07,,,,,,,27.9
SGD,7140209_X08,Sư phạm Toán học,,,,,,,X08,,,,,,,27.9
SGD,7140209_X09,Sư phạm Toán học,,,,,,,X09,,,,,,,27.9
SGD,7140209_X10,Sư phạm Toán học,,,,,,,X10,,,,,,,27.9
SGD,7140209_X11,Sư phạm Toán học,,,,,,,X11,,,,,,,27.9
SGD,7140209_X12,Sư phạm Toán học,,,,,,,X12,,,,,,,27.9
SGD,7140209_X13,Sư phạm Toán học,,,,,,,X13,,,,,,,27.9
SGD,7140209_X14,Sư phạm Toán học,,,,,,,X14,,,,,,,27.9
SGD,7140209_X15,Sư phạm Toán học,,,,,,,X15,,,,,,,27.9
SGD,7140209_X16,Sư phạm Toán học,,,,,,,X16,,,,,,,27.9
SGD,7140209_X17,Sư phạm Toán học,,,,,,,X17,,,,,,,27.9
SGD,7140209_X18,Sư phạm Toán học,,,,,,,X18,,,,,,,27.9
SGD,7140209_X19,Sư phạm Toán học,,,,,,,X19,,,,,,,27.9
SGD,7140209_X20,Sư phạm Toán học,,,,,,,X20,,,,,,,27.9
SGD,7140209_X21,Sư phạm Toán học,,,,,,,X21,,,,,,,27.9
SGD,7140209_X22,Sư phạm Toán học,,,,,,,X22,,,,,,,27.9
SGD,7140209_X23,Sư phạm Toán học,,,,,,,X23,,,,,,,27.9
SGD,7140209_X24,Sư phạm Toán học,,,,,,,X24,,,,,,,27.9
SGD,7140209_X25,Sư phạm Toán học,,,,,,,X25,,,,,,,27.9
SGD,7140209_X26,Sư phạm Toán học,,,,,,,X26,,,,,,,27.9
SGD,7140209_X27,Sư phạm Toán học,,,,,,,X27,,,,,,,27.9
SGD,7140209_X28,Sư phạm Toán học,,,,,,,X28,,,,,,,27.9
SGD,7140209_X53,Sư phạm Toán học,,,,,,,X53,,,,,,,27.9
SGD,7140209_X54,Sư phạm Toán học,,,,,,,X54,,,,,,,27.9
SGD,7140209_X55,Sư phạm Toán học,,,,,,,X55,,,,,,,27.9
SGD,7140209_X56,Sư phạm Toán học,,,,,,,X56,,,,,,,27.9
SGD,7140209_X57,Sư phạm Toán học,,,,,,,X57,,,,,,,27.9
SGD,7140211,Sư phạm Vật lý,A00,A00,A00,A00,A00,A00,,22.34,24.48,24.86,25.9,24.61,26.43,
SGD,7140211_A00,Sư phạm Vật lý,,,,,,,A00,,,,,,,28.33
SGD,7140211_A01,Sư phạm Vật lý,,,,,,,A01,,,,,,,27.64
SGD,7140211_A02,Sư phạm Vật lý,,,,,,,A02,,,,,,,28.33
SGD,7140211_A03,Sư phạm Vật lý,,,,,,,A03,,,,,,,28.33
SGD,7140211_A04,Sư phạm Vật lý,,,,,,,A04,,,,,,,28.33
SGD,7140211_C01,Sư phạm Vật lý,,,,,,,C01,,,,,,,29.27
SGD,7140211_X05,Sư phạm Vật lý,,,,,,,X05,,,,,,,28.33
SGD,7140211_X06,Sư phạm Vật lý,,,,,,,X06,,,,,,,28.33
SGD,7140211_X07,Sư phạm Vật lý,,,,,,,X07,,,,,,,28.33
SGD,7140211_X08,Sư phạm Vật lý,,,,,,,X08,,,,,,,28.33
SGD,7140212,Sư phạm Hóa học,A00,A00,A00,A00,A00,A00,,22.51,24.98,25.78,26.28,25.28,26.96,
SGD,7140212_A00,Sư phạm Hóa học,,,,,,,A00,,,,,,,28.98
SGD,7140212_A05,Sư phạm Hóa học,,,,,,,A05,,,,,,,28.98
SGD,7140212_A06,Sư phạm Hóa học,,,,,,,A06,,,,,,,28.98
SGD,7140212_B00,Sư phạm Hóa học,,,,,,,B00,,,,,,,27.77
SGD,7140212_C02,Sư phạm Hóa học,,,,,,,C02,,,,,,,28.98
SGD,7140212_D07,Sư phạm Hóa học,,,,,,,D07,,,,,,,27.36
SGD,7140212_X09,Sư phạm Hóa học,,,,,,,X09,,,,,,,28.98
SGD,7140212_X10,Sư phạm Hóa học,,,,,,,X10,,,,,,,28.98
SGD,7140212_X11,Sư phạm Hóa học,,,,,,,X11,,,,,,,28.98
SGD,7140212_X12,Sư phạm Hóa học,,,,,,,X12,,,,,,,28.98
SGD,7140213,Sư phạm Sinh học,B00,B00,B00,B00,B00,B00,A02;B00;B01;B02;B03;B08;X13;X14;X15;X16,19.94,20.1,23.28,23.55,23.82,25.16,24.77
SGD,7140217,Sư phạm Ngữ văn,C00,C00,C00,C00,C00,C00,,21.25,24.25,25.5,26.81,25.81,28.11,
SGD,7140217_B03,Sư phạm Ngữ văn,,,,,,,B03,,,,,,,26.58
SGD,7140217_C01,Sư phạm Ngữ văn,,,,,,,C01,,,,,,,26.58
SGD,7140217_C02,Sư phạm Ngữ văn,,,,,,,C02,,,,,,,26.58
SGD,7140217_C03,Sư phạm Ngữ văn,,,,,,,C03,,,,,,,26.58
SGD,7140217_C04,Sư phạm Ngữ văn,,,,,,,C04,,,,,,,26.58
SGD,7140217_D01,Sư phạm Ngữ văn,,,,,,,D01,,,,,,,24.96
SGD,7140217_X01,Sư phạm Ngữ văn,,,,,,,X01,,,,,,,26.58
SGD,7140217_X02,Sư phạm Ngữ văn,,,,,,,X02,,,,,,,26.58
SGD,7140217_X03,Sư phạm Ngữ văn,,,,,,,X03,,,,,,,26.58
SGD,7140217_X04,Sư phạm Ngữ văn,,,,,,,X04,,,,,,,26.58
SGD,7140218,Sư phạm Lịch sử,C00,C00,C00,C00,C00,C00,C00;C03;C07;C10;C12;D14;X70;X71;X72;X73,20.88,22.5,24.5,26.5,25.66,28.25,28.39
SGD,7140219,Sư phạm Địa lý,C00;C04,C00;C04,C00;C04,C00;C04,,C00;C04,C00;C04;C09;C11;C13;D15;X74;X75;X76;X77,21.91,22.9,24.53,25.63,,27.91,28.55
SGD,7140219_C00,Sư phạm Địa lý,,,,,C00,,,,,,,23.45,,
SGD,7140219_C04,Sư phạm Địa lý,,,,,C04,,,,,,,23.45,,
SGD,7140221,Sư phạm Âm nhạc,N01,N00,N01,N01,N01,N01,N01,18.0,24.0,24.25,23.5,23.01,23.93,22.0
SGD,7140222,Sư phạm Mỹ thuật,H00,H00,H00,H00,H00,H00,H00,19.25,18.25,18.75,18.0,21.26,21.59,22.0
SGD,7140231,Sư phạm Tiếng Anh,D01,D01,D01,D01,D01,D01,,23.13,24.96,26.69,26.18,26.15,27.0,
SGD,7140231_A01,Sư phạm Tiếng Anh,,,,,,,A01,,,,,,,27.18
SGD,7140231_B08,Sư phạm Tiếng Anh,,,,,,,B08,,,,,,,27.19
SGD,7140231_D01,Sư phạm Tiếng Anh,,,,,,,D01,,,,,,,27.19
SGD,7140231_D07,Sư phạm Tiếng Anh,,,,,,,D07,,,,,,,26.25
SGD,7140231_D09,Sư phạm Tiếng Anh,,,,,,,D09,,,,,,,27.19
SGD,7140231_D10,Sư phạm Tiếng Anh,,,,,,,D10,,,,,,,27.19
SGD,7140231_D11,Sư phạm Tiếng Anh,,,,,,,D11,,,,,,,27.19
SGD,7140231_D12,Sư phạm Tiếng Anh,,,,,,,D12,,,,,,,27.19
SGD,7140231_D13,Sư phạm Tiếng Anh,,,,,,,D13,,,,,,,27.19
SGD,7140231_D14,Sư phạm Tiếng Anh,,,,,,,D14,,,,,,,27.19
SGD,7140231_D15,Sư phạm Tiếng Anh,,,,,,,D15,,,,,,,27.19
SGD,7140231_X25,Sư phạm Tiếng Anh,,,,,,,X25,,,,,,,27.19
SGD,7140231_X26,Sư phạm Tiếng Anh,,,,,,,X26,,,,,,,27.19
SGD,7140231_X27,Sư phạm Tiếng Anh,,,,,,,X27,,,,,,,27.19
SGD,7140231_X28,Sư phạm Tiếng Anh,,,,,,,X28,,,,,,,27.19
SGD,7140231_X78,Sư phạm Tiếng Anh,,,,,,,X78,,,,,,,27.19
SGD,7140231_X79,Sư phạm Tiếng Anh,,,,,,,X79,,,,,,,27.19
SGD,7140231_X80,Sư phạm Tiếng Anh,,,,,,,X80,,,,,,,27.19
SGD,7140231_X81,Sư phạm Tiếng Anh,,,,,,,X81,,,,,,,27.19
SGD,7140247,Sư phạm Khoa học tự nhiên,A00;B00,A00;B00,A00;B00,A00;B00,,A00;B00,,18.05,22.55,24.1,23.95,,25.52,
SGD,7140247_A00,Sư phạm Khoa học tự nhiên,,,,,A00,,,,,,,24.25,,
SGD,7140247_A01,Sư phạm Khoa học tự nhiên,,,,,,,A01,,,,,,,24.86
SGD,7140247_A02,Sư phạm Khoa học tự nhiên,,,,,,,A02,,,,,,,25.55
SGD,7140247_A03,Sư phạm Khoa học tự nhiên,,,,,,,A03,,,,,,,25.55
SGD,7140247_A04,Sư phạm Khoa học tự nhiên,,,,,,,A04,,,,,,,25.55
SGD,7140247_A05,Sư phạm Khoa học tự nhiên,,,,,,,A05,,,,,,,25.55
SGD,7140247_A06,Sư phạm Khoa học tự nhiên,,,,,,,A06,,,,,,,25.55
SGD,7140247_B00,Sư phạm Khoa học tự nhiên,,,,,B00,,B00,,,,,24.25,,24.34
SGD,7140247_B01,Sư phạm Khoa học tự nhiên,,,,,,,B01,,,,,,,25.55
SGD,7140247_B02,Sư phạm Khoa học tự nhiên,,,,,,,B02,,,,,,,25.55
SGD,7140247_B03,Sư phạm Khoa học tự nhiên,,,,,,,B03,,,,,,,25.55
SGD,7140247_B08,Sư phạm Khoa học tự nhiên,,,,,,,B08,,,,,,,25.55
SGD,7140247_C01,Sư phạm Khoa học tự nhiên,,,,,,,C01,,,,,,,26.49
SGD,7140247_C02,Sư phạm Khoa học tự nhiên,,,,,,,C02,,,,,,,25.55
SGD,7140247_D07,Sư phạm Khoa học tự nhiên,,,,,,,D07,,,,,,,23.93
SGD,7140247_X05,Sư phạm Khoa học tự nhiên,,,,,,,X05,,,,,,,25.55
SGD,7140247_X06,Sư phạm Khoa học tự nhiên,,,,,,,X06,,,,,,,25.55
SGD,7140247_X07,Sư phạm Khoa học tự nhiên,,,,,,,X07,,,,,,,25.55
SGD,7140247_X08,Sư phạm Khoa học tự nhiên,,,,,,,X08,,,,,,,25.55
SGD,7140247_X09,Sư phạm Khoa học tự nhiên,,,,,,,X09,,,,,,,25.55
SGD,7140247_X10,Sư phạm Khoa học tự nhiên,,,,,,,X10,,,,,,,25.55
SGD,7140247_X11,Sư phạm Khoa học tự nhiên,,,,,,,X11,,,,,,,25.55
SGD,7140247_X12,Sư phạm Khoa học tự nhiên,,,,,,,X12,,,,,,,25.55
SGD,7140247_X13,Sư phạm Khoa học tự nhiên,,,,,,,X13,,,,,,,25.55
SGD,7140247_X14,Sư phạm Khoa học tự nhiên,,,,,,,X14,,,,,,,25.55
SGD,7140247_X15,Sư phạm Khoa học tự nhiên,,,,,,,X15,,,,,,,25.55
SGD,7140247_X16,Sư phạm Khoa học tự nhiên,,,,,,,X16,,,,,,,25.55
SGD,7140249,Sư phạm Lịch sử - Địa lý,C00,C00,C00,C00,C00,C00,C00;C03;C04;C07;C09;C10;C11;C12;C13;D14;D15;X70;X71;X72;X73;X74;X75;X76;X77,18.25,21.75,23.0,24.75,24.21,27.35,27.18
SGD,7220201,Ngôn ngữ Anh,D01,D01,D01,D01,D01,D01,,22.66,24.29,26.06,24.24,24.58,25.29,
SGD,7220201_A01,Ngôn ngữ Anh,,,,,,,A01,,,,,,,24.79
SGD,7220201_B08,Ngôn ngữ Anh,,,,,,,B08,,,,,,,24.8
SGD,7220201_D01,Ngôn ngữ Anh,,,,,,,D01,,,,,,,24.8
